Group.1	P32DA1	P32DA2	P32DA3	P32DB1	P32DB2	P32DB3	P32HA1	P32HA2	P32HA3	P32HB1	P32HB2	P32HB3	P60DA1	P60DA2	P60DA3	P60DB1	P60DB2	P60DB3	P60HA1	P60HA2	P60HA3	P60HB1	P60HB2	P60HB3
Actn1	2197.465	3429.714	1004.248	1709.286	2386.992	1058.69	1578.51	2091.233	864.795	1067.024	2545.233	1709.496	1055.377	2213.285	714.398	1617.647	2689.947	899.348	1080.927	1574.717	1108.955	1464.057	1768.03	1035.894
Actn2	467.552	631.748	398.998	398.103	364.497	268.801	289.575	362.903	493.282	384.05	338.939	273.548	412.136	416.303	695.548	277.441	219.664	400.949	403.496	572.758	784.765	355.274	448.152	476.318
Actn4	12911.221	14028.875	2673.197	12937.441	8634.92	2582.148	10940.183	9158.479	2850.947	5309.91	9421.903	3770.53	6737.584	12900.186	2752.501	8565.427	6574.694	5151.939	8078.803	4473.348	2893.452	7306.803	3620.706	3979.925
Actr10	14990.88	17004.876	19181.534	14965.009	17212.581	19379.12	16235.622	16206.358	19396.236	15129.887	15692.69	18752.304	15552.828	16733.316	18908.383	14702.135	12404.707	15991.269	16344.928	16828.28	20062.738	15263.794	15255.423	17689.798
Actr1a	5768.875	3248.031	2790.459	5534.354	2465.736	2653.007	4775.335	3491.74	4051.407	3473.137	3089.341	3352.666	5360.109	4423.841	2509.423	5626.763	2671.606	3452.848	6629.015	2728.459	3454.822	6016.488	2032.845	3307.752
Actr1b	1182.45	4763.553	1815.832	1261.982	2321.545	1567.871	1618.521	3389.015	2147.504	827.402	2484.245	2206.973	1093.221	4146.994	2020.191	1069.209	1038.2	2159.006	1795.183	1764.7	2043.939	1009.514	1120.388	1649.398
Actr2	35449.498	31579.769	26324.458	32545.299	31222.761	25225.69	31155.194	30156.585	28447.727	32430.278	29272.214	23935.863	38027.409	25971.109	26219.434	34374.444	26696.803	26235.738	36326.211	29116.446	28126.936	36014.332	27139.507	26598.755
Actr3	17769.324	4422.667	13394.766	17873.155	2375.236	12402.234	13222.864	4394.81	16090.711	10125.607	5207.572	16035.458	16613.337	16144.645	10299.228	18060.463	13741.924	16696.905	14951.184	11515.217	15468.806	16449.766	10438.415	15086.997
Actr5	311.155	292.344	263.677	348.647	145.441	256.136	259.269	218.656	330.671	286.359	162.382	282.097	257.134	275.346	421.735	287.978	194.056	352.882	298.302	182.542	373.445	235.363	136.174	331.213
Actr6	6038.222	7518.765	7276.196	5404.79	6175.895	6745.598	5222.074	6908.383	7396.83	5938.053	6441.399	5905.338	5818.894	5974.721	7714.937	4942.955	7436.949	5185.926	5932.066	8756.316	8180.147	6012.642	8474.398	6568.994
Actr8	9197.956	7543.804	8094.787	9370.896	5730.649	7258.411	7474.286	7044.629	10162.351	7765.524	7010.382	8937.294	8430.734	9555.406	7386.436	8253.4	5961.987	8864.919	8599.432	8577.989	12581.743	8842.906	7187.649	9854.527
Acvr1	1751.011	632.552	1158.336	1862.263	651.295	1198.262	1628.51	462.785	1499.948	1140.92	584.158	1789.16	1520.872	1841.525	1485.482	1689.927	1378.665	1473.631	1172.715	1134.588	1623.486	1513.236	1346.536	1483.266
Acvr2a	1222.334	643.658	1295.302	1108.69	77.304	1073.059	778.78	544.939	1579.824	722.043	421.364	1138.93	1432.303	1141.722	1162.275	1072.644	936.51	1020.302	925.666	1117.261	1934.141	1196.196	659.527	1300.532
Acvr2b	281.931	766.202	253.419	257.577	902.156	227.145	263.411	710.921	262.286	326.136	603.882	298.685	294.079	421.317	329.899	278.98	345.898	210.957	400.953	473.256	223.049	309.484	426.184	193.787
Acvrl1	632.026	1136.538	486.333	620.541	1000.705	369.503	834.52	1074.628	714.584	690.853	832.822	579.079	531.111	1033.681	859.41	633.142	419.167	893.147	730.2	434.187	525.506	653.273	376.021	671.382
Acy1	5423.401	15536.256	6385.625	5472.542	12071.727	6043.385	5058.182	10672.857	6329.939	5684.752	10488.533	6270.292	5005.581	6435.154	5718.007	4940.068	7162.356	5854.326	5490.836	8360.86	5413.798	5114.226	6904.191	6452.179
Acy3	3174.308	6491.675	6040.682	3171.029	6233.62	5909.016	5792.903	5537.385	4089.585	5708.46	5512.016	4188.062	4516.572	4693.781	7448.529	4557.598	4865.906	5619.312	4558.248	5534.594	4062.485	3351.356	5860.68	4996.092
Acyp1	20418.154	8888.273	16934.226	16685.946	11127.418	16261.611	17970.183	14668.459	17793.496	22983.809	12192.454	16319.531	19267.665	13209.242	17426.813	17221.469	11725.163	14527.052	23094.074	11431.041	19899.963	17429.44	12440.683	17417.234
Acyp2	169.546	549.84	818.953	100.193	733.217	713.621	139.87	909.827	679.986	335.832	804.975	495.362	323.686	655.576	644.907	190.553	873.732	383.396	385.347	1100.409	571.213	266.596	887.604	503.889
Ada	920.879	2346.114	1935.651	1598.515	6023.966	2813.41	2577.916	1580.351	885.492	3110.076	3552.215	1767.277	941.576	1215.576	1650.195	1663.641	6084.875	1768.049	587.416	2565.053	423.091	1873.709	5255.791	2041.705
Adam10	3603.242	1048.4465	1197.6100000000001	3508.7025000000003	1101.383	946.417	1818.432	1284.0985	2901.8315000000002	765.2735	1203.181	2224.0695	3325.044	3049.779	619.722	4230.473	4022.8595	4221.4775	1982.1405	1724.5525000000002	2449.8199999999997	3314.781	2207.819	2725.5024999999996
Adam15	950.343	2272.388	2509.698	1337.217	1733.552	3195.489	2574.687	1711.155	1907.228	1285.921	2585.62	3256.54	1215.799	5656.099	2491.193	1893.046	2209.583	4519.007	894.212	736.954	1414.033	1614.201	1044.045	2625.905
Adam17	2908.656	2297.369	2761.22	2893.699	926.433	1935.977	1755.919	599.457	3119.724	940.147	933.915	3409.901	2186.631	3575.125	1336.456	2387.091	2215.959	3163.877	1232.751	814.678	2581.567	1935.56	700.965	2583.906
Adam1a	541.491	982.828	756.153	650.709	533.17	633.672	451.383	644.413	947.102	677.22	573.953	825.4	556.526	765.108	1202.443	521.446	380.175	786.15	678.175	701.506	1198.476	498.865	556.539	1014.707
Adam23	3367.805	2546.118	1054.124	2592.675	2035.97	1030.1	1863.829	3014.599	1353.816	2049.677	2451.301	1134.684	2859.781	2195.96	1486.597	2144.003	3754.387	975.981	3466.789	2384.965	2091.932	2970.359	2361.072	1527.562
Adam4	510.654	136.664	718.663	599.182	90.951	560.468	260.001	182.5	1073.191	277.59	127.105	908.445	500.391	212.713	862.215	421.75	132.696	413.662	453.644	434.105	833.346	561.598	284.914	456.754
Adam8	2398.2213333333334	3706.844666666667	2243.9719999999998	2268.8413333333333	3049.7853333333333	2143.6896666666667	2604.6106666666665	3088.601	2665.6833333333334	2237.8416666666667	3066.1853333333333	2671.0353333333333	2737.824	3180.491666666667	1981.365	2616.095	3336.2026666666666	3008.683666666667	2799.936666666667	2748.9153333333334	2932.1653333333334	2592.125	2541.414333333333	2539.262666666667
Adam9	3304.697	690.752	1567.238	3835.938	322.467	1240.745	2835.871	265.299	3040.571	1022.567	640.098	3002.273	2583.702	2903.479	529.048	3885.772	4053.132	4688.759	2230.532	1490.597	2588.622	3542.728	1515.765	3026.675
Adamts1	2581.578	1916.483	854.802	2826.521	967.917	576.285	1834.667	604.801	1148.178	758.015	1130.592	1066.063	2588.374	4293.578	502.221	3048.75	4931.703	2683.281	936.754	1027.18	734.925	1887.107	1761.427	1378.536
Adamts20	2477.641	664.311	708.139	1560.177	569.574	316.98	348.766	510.558	808.938	588.121	417.751	452.195	1237.636	569.418	557.161	863.541	628.243	538.149	1113.577	869.584	791.479	1184.111	682.386	555.512
Adamts4	348.554	290.034	261.388	667.446	310.631	312.94	919.255	135.737	256.81	604.731	304.551	669.77	427.016	863.114	327.914	546.272	383.949	984.148	167.411	136.707	84.202	565.123	224.39	538.712
Adamts5	5023.023	5906.581	1831.736	4277.901	3580.185	1121.508	2828.669	4422.779	3310.956	1758.991	3588.384	2423.291	4506.754	2798.429	1435.086	3567.614	2648.71	2110.556	4408.354	3506.336	3103.159	3496.174	2470.93	1858.038
Adamts7	171.035	692.136	244.227	230.338	212.001	339.242	163.393	418.783	278.16	125.584	582.697	349.552	123.099	579.19	458.312	208.104	346.389	419.035	158.964	134.555	251.293	167.406	137.574	382.982
Adamts9	647.156	646.475	438.507	829.309	893.854	443.974	475.425	226.268	380.424	457.951	347.165	413.093	527.694	388.496	376.379	606.606	681.574	540.845	212.045	346.995	259.541	452.819	377.031	419.89
Adamtsl1	618.129	270.605	625.706	654.626	572.807	657.31	593.191	411.189	750.934	884.346	431.744	719.725	630.89	321.113	1107.891	670.765	759.603	754.109	768.948	777.469	650.732	550.787	1216.208	693.355
Adamtsl3	302.607	436.574	628.247	290.16	1065.134	647.425	554.568	238.945	261.68	507.658	513.846	404.621	215.918	321.885	280.867	327.235	691.485	409.137	164.519	553.75	232.542	460.41	419.707	377.947
Adamtsl4	215.626	386.335	131.852	460.066	637.704	299.086	586.118	280.854	253.267	531.745	415.51	347.884	302.763	721.826	479.789	528.05	617.046	762.691	258.227	279.508	224.773	416.189	331.429	568.206
Adamtsl5	418.432	799.53	393.259	342.984	499.081	320.839	263.952	448.204	632.325	364.607	313.95	505.465	418.061	1467.649	1303.646	352.601	361.014	635.677	526.448	557.581	761.437	308.896	422.466	566.024
Adar	1355.125	1206.206	1409.788	1330.26	1061.033	1177.16	1369.351	561.376	862.149	902.184	612.594	1075.55	1220.889	1670.752	1355.271	1369.173	982.061	1665.963	1097.316	945.126	1634.699	1046.493	789.717	1368.606
Adarb1	5873.37	5915.813	1044.945	3784.282	2844.904	526.432	3157.051	6038.077	2174.846	1447.664	4689.571	1771.603	3518.063	3586.224	1193.804	2552.679	743.502	1342.825	6853.152	1336.118	1893.385	3964.527	882.223	1257.544
Adck2	1217.877	1702.166	750.619	952.004	1235.648	652.75	963.084	1852.096	972.626	704.751	1240.307	772.055	1025.792	1057.231	834.879	858.263	468.154	856.493	1545.806	861.597	1170.13	957.483	588.319	882.994
Adck4	396.775	809.641	687.56	424.862	689.88	668.608	503.245	781.687	700.987	219.317	605.564	706.299	372.712	1064.298	763.195	426.615	439.881	948.909	425.948	392.37	677.026	390.312	283.012	657.405
Adck5	1712.819	10280.591	3531.516	1665.547	7361.724	3475.167	2501.569	6302.48	3941.701	1714.733	4753.755	3924.27	2031.106	3875.453	5217.014	1900.072	1933.965	3962.425	2725.551	3296.202	4174.727	1963.773	2306.963	3783.787
Adcy2	648.942	622.694	495.961	1785.139	1116.547	1235.065	1915.377	516.424	772.53	1640.302	1280.4	1960.001	687.066	288.623	350.733	1635.073	1384.908	1320.644	575.067	340.272	493.144	1736.585	1112.622	1599.029
Adcy3	433.8	777.863	365.405	428.883	561.795	477.335	728.958	562.751	562.272	478.86	787.274	467.729	423.593	577.623	517.169	497.794	479.169	520.843	719.268	559.422	658.475	615.8	552.516	687.236
Adcy4	911.25	3099.109	1268.313	974.909	2637.904	973.271	1667.435	1632.547	729.494	1114.514	1349.172	1055.862	1076.827	2256.812	1840.282	1262.295	1542.111	1217.776	736.526	941.83	777.118	783.591	1148.674	996.281
Adcy5	171.671	1206.234	169.887	309.829	617.374	303.338	538.82	844.063	272.221	309.632	1094.352	324.26	206.988	457.737	361.872	282.205	431.925	528.699	231.704	295.227	273.941	262.015	275.869	482.04
Adcy6	304.698	1413.622	191.629	283.7	1056.694	171.864	360.037	513.757	190.791	159.25	495.226	259.097	212.569	424.368	209.805	281.492	345.837	232.946	318.296	354.19	152.995	264.6	314.152	188.722
Adcy9	1294.594	4133.527	445.454	1345.632	2542.505	362.224	1224.407	2872.726	1130.889	649.113	2205.551	1095.115	1268.93	1773.85	631.51	1198.563	1700.994	1272.957	1583.947	1732.419	938.352	1207.052	1349.735	752.781
Adcyap1	263.998	231.707	831.095	858.243	1664.52	2393.34	1717.042	399.624	646.136	1847.257	1170.493	951.913	797.912	1546.541	1152.503	1230.43	3366.387	1434.045	388.454	936.368	272.412	998.057	2868.297	1458.077
Add1	2187.935	1945.162	874.033	2162.382	1150.091	765.168	1296.346	1794.084	1469.364	761.738	1626.978	1458.534	1637.668	4081.516	560.728	1941.646	2243.075	1792.968	1599.934	1220.016	1137.288	1789.842	964.445	1204.43
Add2	1656.604	2232.293	413.807	939.694	1462.138	384.121	820.501	2046.663	646.541	757.442	1477.117	368.226	1097.35	1206.649	399.861	640.443	521.577	299.814	1888.377	1232.811	541.666	988.55	795.327	333.154
Add3	7789.208	7484.187	3056.241	9640.918	7851.774	3623.044	8564.48	7967.692	4700.385	5162.379	9285.172	5121.852	6478.035	3540.411	3915.389	7634.837	8555.577	6582.862	6185.456	4880.713	3575.455	7220.341	5871.052	4015.38
Adfp	15474.41	16463.846	18677.872	19165.407	14637.095	19746.884	23834.012	14823.789	12781.988	15671.569	16802.054	16490.753	17473.791	19335.657	16407.131	21472.978	33913.212	22925.371	10200.125	19805.214	12485.893	13776.269	23196.518	18609.368
Adh1	1166.036	3441.138	3155.081	3591.372	10213.484	6963.583	4650.242	5287.515	1951.296	6348.325	9860.164	5074.776	1311.804	778.376	2600.96	3489.089	5343.955	4798.83	1129.988	3425.872	862.372	3448.533	7966.039	5644.253
Adhfe1	1567	1214.319	1370.916	2869.964	1965.325	2128.411	3275.09	2150.386	1597.665	3042.99	2517.864	1821.868	1696.199	768.918	1288.457	2613.791	2312.457	1865.627	3468.556	2597.116	2398.256	4574.728	3331.447	2887.719
Adi1	935.776	900.835	1497.09	1019.038	1243.383	1330.98	1933.865	904.534	717.644	1622.186	759.506	979.767	958.545	801.118	1350.301	1002.847	747.294	739.394	831.235	663.011	738.337	889.584	840.625	847.773
Adipor1	12885.505	18738.662	18026.668	12415.837	16653.554	18090.23	13562.083	15907.778	17106.193	13824.776	16028.652	16800.087	16275.387	20433.612	16397.108	18303.323	17796.838	20348.361	16318.974	18309.301	17109.82	16511.627	18876.959	18572.988
Adipor2	4939.662	3635.983	2078.053	5112.601	4369.527	2322.902	3528.066	3720.897	2774.58	1687.363	3822.622	3507.481	4147.937	1962.907	1741.457	4720.268	2168.481	3326.415	4165.269	2505.628	2057.463	4616.411	2243.939	2184.894
Adk	5135.224	4822.204	7030.819	6738.991	3784.573	7675.809	6271.39	5676.268	7338.709	5963.445	6210.958	7142.248	5155.01	5788.031	7043.534	5954.033	8488.564	7240.431	6062.021	10747.924	8515.802	6716.734	10014.732	8574.761
Adm	429.704	346.041	549.078	1078.687	665.442	987.657	1940.117	806.462	507.951	1977.446	1422.018	591.456	680.596	567.686	762.822	1396.656	2418.568	786.727	564.828	1499.28	415.388	960.37	2081.947	906.134
Admr	5229.258	4902.86	8617.956	5187.175	3066.041	7364.697	6849.206	3208.866	4434.924	4700.647	3575.939	5378.22	5941.481	7480.584	5570.866	7424.382	3225.805	9027.592	4160.638	2127.561	4458.012	6067.778	2544.607	6721.352
Adnp	2909.727	527.991	1897.27	2239.767	193.001	1674.742	1763.151	390.309	2217.958	1456.253	455.843	2040.725	3076.712	2714.525	1471.035	2791.502	1353.818	2801.882	2930.99	1064.059	2779.925	2775.425	881.883	2199.3
Adora2a	494.678	598.752	778.965	913.853	780.183	1169.716	1259.282	421.001	1035.072	916.315	722.782	1588.024	411.601	814.574	641.244	643.776	401.25	1363.107	577.286	481.494	668.849	1060.434	450.989	1617.218
Adora2b	733.476	3026.474	2072.837	1213.856	3344.745	2111.376	1590.608	3000.101	1652.306	929.388	2674.743	2195.14	1297.522	2071.464	2406.618	1680.543	3743.021	2187.07	1027.393	2768.656	1976.088	1165.025	2664.707	1888.07
Adora3	277.878	186.108	561.706	934.506	245.902	767.067	1399.942	23.32	304.983	734.547	276.872	676.048	498.362	220.191	331.223	1294.843	1082.169	1327.497	93.05	163.487	138.473	824.211	487.021	1047.881
Adpgk	6566.826	14215.439	7407.607	8314.529	15002.83	8249.056	11318.519	10234.344	6684.92	7560.158	11856.011	8238.02	6360.243	8591.355	7200.145	6973.427	11478.386	9095.574	5153.766	9290.08	6408.599	6602.076	9904.123	7789.556
Adprh	5532.742	5414.569	7673.624	5008.652	4207.223	7605.802	5758.871	3933.702	5886.585	5156.289	3720.422	6701.767	5229.774	7034.089	8489.904	5362.13	3615.389	5788.477	4873.935	3713.499	6427.368	4681.163	3873.79	5628.903
Adprhl1	310.059	746.907	616.35	295.586	572.295	437.507	300.935	397.041	405.903	416.249	225.296	309.513	509.266	421.265	830.364	305.358	379.73	345.762	420.354	945.031	642.653	294.948	643.185	488.869
Adprtl1	1095.572	623.311	546.172	1131.37	591.421	598.899	1373.364	731.535	502.231	1366.879	907.011	488.075	1300.823	540.712	746.944	1141.84	1050.798	446.396	1300.754	909.589	811.279	1108.037	938.399	590.706
Adra2c	171.033	184.946	245.339	193.531	99.562	287.212	327.011	168.018	338.116	221.558	198.35	545.009	145.21	397.579	293.56	149.196	97.359	194.115	224.662	111.947	338.874	176.058	108.498	345.722
Adrb2	459.356	202.852	1084.524	473.411	650.142	1420.222	785	274.737	751.167	709.841	397.65	1374.769	579.262	565.978	1067.677	852.13	1499.384	1691.953	601.593	742.831	804.821	666.289	941.863	1467.738
Adrbk1	1423.859	6372.875	1950.588	1401.829	6415.44	1707.993	2083.79	4112.787	1476.104	1887.546	3844.871	1468.68	1390.764	3747.684	1902.431	1412.797	3337.899	1766.747	1567.031	3499.146	1398.33	1222.914	3432.861	1475.772
Adrm1	1174.375	7018.226	1909.74	1056.124	4675.268	1886.929	1007.468	7738.3	1130.66	1059.744	6310.928	1476.027	862.114	1923.182	1498.881	781.005	3953.628	828.516	1538.557	5014.741	1343.618	981.847	3605.227	1024.35
Adsl	7361.523	8627.267	6976.268	6668.881	7690.438	6447.022	5592.901	7756.803	7231.557	7192.12	6847.634	6711.932	7366.341	7656.077	8427.846	6809.601	6934.895	7930.127	8520.612	9225.321	8242.595	6967.719	7544.224	7609.177
Adss	22643.812	2426.291	11471.611	21803.071	1898.63	10213.345	11770.798	2563.769	15716.002	10393.626	3076.977	13931.284	22517.911	12026.979	11122.535	22086.494	6235.173	13018.583	17796.758	9349.421	16560.658	24855.06	6932.629	13701.929
Aebp1	6733.815	21372.563	3935.418	11178.35	18159.724	4187.337	17435.798	7867.852	2428.668	8345.113	14248.705	4047.583	6627.483	16179.883	4536.383	11284.473	12466.903	9267.978	3588.792	3653.56	1643.465	7918.974	6185.632	5723.487
Aebp2	3940.104	630.607	817.716	3402.903	616.645	650.399	1913.81	529.32	1329.886	1609.223	402.596	1156.54	2824.745	1240.561	851.539	3043.44	1421.855	1655.486	2605.415	833.973	1446.747	2718.89	781.255	1355.11
Aes	9023.692	8412.137	10522.079	7944.764	5527.138	12176.265	7682.712	8788.211	8726.909	6928.44	8177.647	11145.633	7285.75	20444.45	9757.716	7731.66	6121.243	10584.468	12042.59	7434.927	10978.842	8414.994	5773.292	9316.965
Af6	4746.144	502.594	701.325	5173.181	618.869	548.339	2572.713	394.467	1167.347	1623.074	613.5	1263.907	2941.162	1579.617	182.672	3947.868	4017.092	1711.849	1927.283	776.985	929.979	3459.195	1663.817	1177.624
Afap	571.784	814.117	160.131	578.739	701.569	172.683	440.047	730.731	440.623	407.842	556.412	348.145	466.78	541.584	404.413	403.303	350.417	299.925	608.149	387.501	463.077	540.683	367.866	364.651
Aff3	1685.372	4328.69	981.09	1542.082	3966.218	1033.164	2223.472	2836.255	563.923	2126.5	3006.973	637.337	1907.974	1454.764	1341.601	1731.302	3962.066	872.106	1708.025	3143.298	684.809	1502.264	2728.929	754.961
Aff4	758.483	722.231	335.941	641.486	360.889	419.112	711.997	751.73	536.321	393.764	723.803	364.145	715.513	571.35	329.536	705.59	483.714	524.766	825.498	728.195	491.799	591.644	636.777	503.784
Afg3l1	1839.329	8009.463	2658.994	1702.03	4704.906	2448.429	2693.551	5213.429	2486.971	1739.725	4616.36	3088.041	2099.491	4470.366	2281.369	2184.526	1790.273	2767.198	2208.628	2296.778	2833.494	1723.126	1695.157	2655.258
Afg3l2	9790.9615	5709.086	5845.05	9735.67	4000.4515	5261.335	7003.085999999999	5826.585	9161.178	6340.475	5517.8405	7510.035	9456.583999999999	8988.66	5971.72	8291.972000000002	4975.8485	7255.865	10045.9475	6237.778	10792.168	9239.2865	4647.2660000000005	8299.399
Aga	14721.642	18447.024	22753.914	15765.336	19300.262	24086.647	15149.849	16395.148	21343.687	15090.64	18104.212	22805.818	16545.488	17108.443	25570.283	18350.499	16745.435	21884.44	13953.375	17915.616	20492.53	16897.32	18433.284	21290.125
Agc1	2118.204	6377.548	2010.55	2041.017	4107.995	1721.716	2358.699	3344.362	1545.724	2090.529	3444.372	1426.508	1356.078	2445.381	1347.11	1122.894	1601.923	1029.993	1606.549	2456.421	1384.153	1105.56	2252.255	1134.97
Aggf1	791.9185	381.90650000000005	409.5565	645.312	279.5165	337.19100000000003	492.626	341.946	658.515	386.222	370.52149999999995	507.38149999999996	684.904	377.1325	558.0735	635.6655	197.655	491.8515	876.418	293.59799999999996	578.491	690.6724999999999	387.606	474.3225
Agl	2566.157	1718.856	1013.216	2511.359	1091.395	901.629	1310.735	1467.684	1530.879	715.598	1388.854	1489.087	2103.731	932.841	1107.009	1961.67	870.566	1022.792	2624.354	1030.628	1538.279	2576.524	1100.423	947.625
Agpat1	481.187	1877.653	1403.912	551.484	1713.67	1581.675	478.735	2125.628	1036.499	362.564	1898.149	1444.612	391.118	2154.848	1470.004	409.779	1406.001	1126.803	571.909	1418.235	1363.478	461.439	1176.358	1074.909
Agpat2	3003.481	7280.113	5612.872	2696.079	8207.325	5297.036	5075.966	5033.746	2677.69	4516.975	5030.557	3473.525	5533.902	6809.497	6797.898	4179.689	6572.4	4880.118	3462.383	4448.422	2543.928	2615.57	4664.977	3188.5
Agpat3	3613.99	3559.402	3380.447	4861.377	3993.502	4046.935	6630.958	3869.833	3536.199	5588.222	3631.342	4037.039	4826.466	3563.084	3869.269	5985.559	2404.033	5242.111	4463.172	2186.728	2892.858	5718.127	2558.205	4256.74
